Classe;FormaCappello;ColoreCappello;Lividi;Odore;Dim_Lamelle;RadiceGambo;ColoreGambo_sotto_anello;Habitat
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Concavo;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Concavo;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Concavo;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Giallo;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Concavo;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Giallo;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Concavo;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Piatta;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Concavo;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Concavo;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Bianco;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Giallo;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Concavo;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Concavo;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;A campana;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
